veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
5481838621-5481838629_vt1.0;235.28709456507005;0.0;34;61;False
5481838621-5481838629_vt2.0;228.0183048024457;0.0;35;66;False
42435644-593915305_vt1.0;776.3577738387035;0.0;15;93;False
42430308-42437654_vt1.0;340.36787060570725;32.0;33;112;False
42430308-42437654_vt2.0;335.8682580673968;30.0;37;116;False
42435644-593915274_vt1.0;805.9411033252526;25.0;8;120;False
62915509-62915525_vt1.0;517.114901894909;67.0;1;132;False
62915509-62915525_vt2.0;508.9358187207536;64.0;5;139;False
42435644-593915202_vt1.0;878.6055014854722;45.0;1;149;False
42443804-42443950_vt1.0;786.7280353230092;32.0;28;151;False
42435644-593915305_vt2.0;770.8631567539674;37.0;18;154;False
5458524666-62915525_vt1.0;523.6424119209072;66.0;25;155;False
593915267-593915274_vt1.0;737.111246669298;62.0;13;166;False
5458524666-62915525_vt2.0;522.984495780089;25.0;72;167;False
593915267-593915274_vt2.0;725.9434273443017;44.0;17;172;False
42443804-42443950_vt2.0;781.6834832371113;43.0;32;174;False
593915213-593915274_vt1.0;1086.4769066470462;51.0;8;189;False
593915213-62915525_vt1.0;1024.2618358392594;67.0;15;197;False
593915213-593915274_vt2.0;1080.8735554970629;45.0;12;202;False
593915213-62915525_vt2.0;1013.9399208278612;57.0;19;209;False
42446668-593915305_vt1.0;320.5409850794398;41.0;125;211;False
593915267-62915525_vt1.0;1234.7944129807247;59.0;1;212;False
42446668-593915305_vt2.0;319.7229431854582;41.0;127;213;False
593915267-62915525_vt2.0;1224.3446926874171;48.0;4;215;False
42435644-593915274_vt2.0;802.6719255377158;90.0;12;217;False
593915305-62915525_vt1.0;1463.1206139423866;36.0;1;217;False
593915305-62915525_vt2.0;1463.8791753914998;21.0;4;220;False
42424098-42449982_vt1.0;357.7264963281382;3.0;162;221;False
61275600-62915525_vt1.0;1128.4778846425113;84.0;1;223;False
42431563-42440966_vt1.0;610.9051115265445;0.0;157;226;False
42446668-593915274_vt1.0;364.78842827361086;48.0;120;227;False
5481838621-62915525_vt2.0;834.3600472591855;87.0;31;233;False
42446668-593915274_vt2.0;361.57598208856564;46.0;123;234;False
5458524666-5481838629_vt1.0;564.4540590877339;117.0;24;235;False
5481838621-62915525_vt1.0;834.773644634667;90.0;27;235;False
42431563-42440966_vt2.0;609.6236913107899;0.0;160;236;False
5458524666-5481838629_vt2.0;558.9024704645723;72.0;71;239;False
593915213-593915305_vt1.0;1192.7089503008583;89.0;1;239;False
593915267-593915305_vt1.0;848.8690735330774;133.0;7;240;False
42443804-561042200_vt1.0;776.2660406640525;101.0;35;240;False
42435644-593915305_vt1.1;772.0184953249468;27.0;127;241;False
42435644-593915202_vt2.0;877.7185560436673;110.0;5;245;False
593915267-593915305_vt2.0;839.8196656788092;117.0;10;245;False
42430308-593915305_vt1.0;1388.6867017215948;70.0;7;245;False
42446668-593915202_vt1.0;436.65954750325307;68.0;113;248;False
42446668-593915202_vt2.0;434.5862239152056;58.0;117;248;False
