veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
62915509-62915525_vt1.0;511.03874582299034;0.0;1;54;False
62915509-62915525_vt2.0;507.6951293923892;0.0;5;69;False
42430308-42437654_vt1.0;343.80122190639827;8.0;36;91;False
42435644-593915305_vt1.0;776.0716643726352;0.0;14;93;False
42430308-42437654_vt2.0;335.9316610829158;6.0;40;95;False
5458524666-62915525_vt1.0;529.466339815125;36.0;35;137;False
5481838621-5481838629_vt1.0;225.6217496629411;28.0;86;143;False
5458524666-62915525_vt2.0;525.5084465203208;28.0;39;145;False
593915213-593915305_vt1.0;1197.9948319360108;18.0;1;147;False
5481838621-5481838629_vt2.0;223.24717988981024;25.0;87;147;False
42443804-561042200_vt1.0;776.2246485482884;7.0;36;150;False
42443804-42443950_vt1.0;792.1782905883605;23.0;29;151;False
42435644-593915274_vt1.0;810.6524160977829;47.0;8;155;False
42435644-593915202_vt1.0;884.9083987965957;54.0;1;156;False
42435644-593915305_vt2.0;774.3685764546201;40.0;18;157;False
42443804-561042200_vt2.0;769.3746426609048;5.0;40;158;False
42443804-42443950_vt2.0;786.1409643615956;10.0;33;160;False
42435644-593915274_vt2.0;803.3554416170301;46.0;11;162;False
5458524666-5481838629_vt1.0;558.7764157703016;44.0;31;165;False
42435644-593915305_vt1.1;780.3895838637973;0.0;87;166;False
42435644-593915202_vt2.0;882.6153351960149;49.0;5;171;False
5458524666-5481838629_vt2.0;558.715739408423;37.0;32;172;False
593915213-62915525_vt1.0;1025.3878570110178;50.0;15;183;False
593915267-593915274_vt1.0;736.6486156249764;74.0;14;186;False
593915213-62915525_vt2.0;1018.5496428479589;35.0;19;190;False
593915305-62915525_vt1.0;1466.3212620081767;8.0;1;192;False
593915305-62915525_vt2.0;1465.4651676063472;1.0;4;195;False
593915267-593915274_vt2.0;730.7627606917114;65.0;17;196;False
42446668-593915305_vt1.0;319.889534305895;39.0;125;210;False
42446668-593915305_vt2.0;313.14276252898503;40.0;126;211;False
42435644-593915274_vt1.1;813.7740834689998;42.0;84;213;False
42446668-593915274_vt1.0;365.0163731660035;50.0;119;217;False
42446668-593915274_vt2.0;359.4079346313822;45.0;122;227;False
61275600-62915525_vt1.0;1135.2973352651875;93.0;1;227;False
4215909068-42443618_vt1.0;343.18966953428173;20.0;168;236;False
593915267-593915305_vt1.0;842.9919513922333;130.0;7;238;False
42443804-561042200_vt1.1;773.5138676975496;9.0;136;239;False
4215909068-42442961_vt1.0;529.0394058922403;28.0;143;240;False
42443804-42443950_vt1.1;792.8573178140166;13.0;133;241;False
42431563-42440966_vt1.0;618.2365169467894;8.0;156;241;False
593915267-593915305_vt2.0;840.5147322092718;114.0;11;243;False
4215909068-42443618_vt2.0;333.39747982510187;18.0;171;243;False
4215909068-42424089_vt1.0;605.8109541140254;27.0;141;245;False
42435644-593915202_vt1.1;885.2053466868875;63.0;81;246;False
42435644-593915305_vt1.2;780.8891734960491;0.0;167;246;False
593915213-593915305_vt2.0;1195.3857682330877;85.0;5;246;False
42446668-593915202_vt1.0;436.90904095201597;70.0;112;248;False
42435644-593915274_vt1.2;806.7131094528746;0.0;164;250;False
42446668-593915202_vt2.0;435.82002248469576;65.0;116;253;False
4215909068-42442961_vt2.0;520.0346396384518;19.0;161;254;False
42435644-593915202_vt1.2;880.2365607149192;2.0;161;255;False
4215909068-42455963_vt1.0;493.0040544551456;22.0;164;256;False
4215909068-42455963_vt2.0;489.718205042794;22.0;165;258;False
5481838621-62915525_vt1.0;832.341507409533;78.0;79;260;False
4215909068-42424089_vt2.0;601.3457482766025;21.0;158;261;False
593915213-593915274_vt2.0;1082.19233542227;94.0;12;261;False
3569749123-4207912631_vt1.0;245.90816170759086;21.0;205;262;False
593915213-593915274_vt1.0;1084.165553167511;105.0;8;263;False
3569749123-4207912631_vt2.0;234.9827759654986;21.0;208;265;False
42430308-42435644_vt1.0;1158.7185764447843;77.0;29;266;False
42424098-42449982_vt1.0;352.0169867271502;60.0;163;273;False
42430308-42435644_vt2.0;1158.275123929583;72.0;33;275;False
42424098-42449982_vt2.0;354.0874577710359;57.0;166;277;False
593915267-62915525_vt2.0;1223.8074243140636;107.0;4;277;False
4215909068-42449982_vt1.0;633.3169088282843;52.0;140;279;False
42430308-593915274_vt1.0;1285.571780596443;79.0;22;279;False
593915267-62915525_vt1.0;1235.7175237253987;115.0;1;280;False
4207932666-42453545_vt1.0;543.0168263808966;42.0;176;281;False
42446668-62915525_vt1.0;1316.1080398802892;27.0;69;282;False
42430308-42443950_vt2.0;601.7841646414556;44.0;149;283;False
593915305-62915525_vt1.1;1465.1504518262843;20.0;81;283;False
42430308-42443950_vt1.0;602.6390773128801;46.0;145;285;False
4215909068-42449982_vt2.0;629.4445813083457;41.0;154;286;False
42430308-593915274_vt2.0;1283.057900286736;75.0;26;287;False
42435644-42437654_vt1.0;561.3066736366093;75.0;128;291;False
42443804-42453545_vt1.0;2253.4903797356874;30.0;15;291;False
42435644-42437654_vt2.0;558.5736432528917;68.0;134;293;False
42435644-42437654_vt1.1;562.7110885543398;11.0;213;293;False
42435644-42443950_vt1.0;1228.1967326299548;43.0;121;299;False
42443804-42446977_vt1.0;687.3832220208084;132.0;69;303;False
42443804-42446977_vt2.0;680.2485247869045;124.0;72;304;False
42431563-42440966_vt2.0;610.8978155599925;59.0;160;309;False
42446668-4599130022_vt1.0;1580.1725963047245;34.0;66;312;False
42440472-42455963_vt1.0;353.5884321923983;51.0;217;317;False
42429980-42449982_vt1.0;367.1359835824104;34.0;235;317;False
42446668-4599130022_vt2.0;1574.6142708335337;11.0;92;318;False
4215909068-42443618_vt1.1;338.99655094048956;22.0;251;318;False
