veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
62915509-62915525_vt1.0;512.3667516516203;23.0;1;85;False
62915509-62915525_vt2.0;505.15077810613093;15.0;5;92;False
42430308-42437654_vt1.0;344.48741265228864;27.0;34;107;False
5458524666-62915525_vt1.0;528.403257894769;15.0;26;108;False
42430308-42437654_vt2.0;338.88659446586666;25.0;37;111;False
593915267-593915274_vt1.0;730.2053126443683;8.0;14;113;False
42435644-593915305_vt1.0;780.6821456776861;11.0;15;114;False
42435644-593915305_vt2.0;773.0604801934628;1.0;19;119;False
593915267-593915274_vt2.0;727.2350122906147;4.0;18;120;False
593915267-593915305_vt1.0;846.8643304479673;24.0;7;130;False
5481838621-5481838629_vt1.0;229.18467227630862;40.0;58;133;False
5481838621-5481838629_vt2.0;222.36824154608507;38.0;59;137;False
5458524666-5481838629_vt1.0;555.4738790117217;44.0;25;141;False
593915267-593915305_vt2.0;839.2881101807466;16.0;11;141;False
42435644-593915274_vt1.0;806.5295427559942;31.0;8;151;False
42435644-593915202_vt1.0;886.4722477023014;46.0;1;158;False
42435644-593915274_vt2.0;802.8731039529625;27.0;12;158;False
42446668-593915274_vt1.0;360.74086227561884;6.0;103;163;False
42446668-593915305_vt1.0;317.0606110365054;7.0;107;164;False
42443804-561042200_vt1.0;770.429192762574;29.0;34;164;False
42446668-593915305_vt2.0;315.31467737328455;8.0;109;166;False
42446668-593915274_vt2.0;358.18789204216927;10.0;104;170;False
42435644-593915305_vt1.1;778.0055339023079;5.0;87;174;False
42443804-561042200_vt2.0;771.1233130952671;25.0;38;174;False
593915213-62915525_vt1.0;1017.0259470240686;47.0;14;180;False
42443804-42446977_vt1.0;679.3737861622282;33.0;69;191;False
42443804-42443950_vt1.0;793.8311659402979;61.0;27;191;False
42443804-42443950_vt2.0;788.8400809193618;48.0;31;193;False
42443804-42446977_vt2.0;684.367828769915;27.0;72;194;False
42435644-593915202_vt2.0;879.2401076133957;62.0;5;197;False
593915213-62915525_vt2.0;1016.8835118356672;41.0;18;197;False
593915267-62915525_vt1.0;1227.262080422306;54.0;1;199;False
42435644-593915274_vt1.1;813.8568104611675;27.0;84;205;False
42446668-593915202_vt1.0;433.7486272358378;47.0;96;206;False
5458524666-5481838629_vt2.0;556.5629108661192;75.0;49;206;False
4215909068-42442961_vt1.0;522.2169168349445;5.0;131;208;False
4215909068-42443618_vt1.0;341.3125657093226;22.0;141;210;False
4215909068-42424089_vt1.0;604.4667805857321;13.0;124;211;False
4215909068-42449982_vt1.0;629.1360455717944;17.0;116;213;False
42435644-593915202_vt1.1;879.4912746575878;30.0;81;215;False
4215909068-42442961_vt2.0;524.8401647027931;3.0;135;216;False
4215909068-42443618_vt2.0;332.8602019603559;22.0;142;217;False
4215909068-42424089_vt2.0;601.7270531849359;5.0;128;220;False
61275600-62915525_vt1.0;1128.4764167959686;96.0;1;221;False
42430308-42443950_vt1.0;607.8242122747944;19.0;135;225;False
4215909068-42455963_vt1.0;495.6334837936725;23.0;138;226;False
42431563-42440966_vt1.0;618.2910416850932;0.0;153;226;False
4215909068-42455963_vt2.0;489.4698916485112;23.0;139;228;False
61275600-62915525_vt2.0;1127.0311590869542;71.0;5;232;False
3569749123-4207912631_vt1.0;244.98102508499937;0.0;207;234;False
42430308-593915305_vt1.0;1388.1909504930748;64.0;8;234;False
593915213-593915305_vt1.0;1197.8854513358347;87.0;1;234;False
42431563-42440966_vt2.0;613.2450886366869;0.0;157;235;False
593915213-593915274_vt1.0;1085.1376426878555;82.0;8;239;False
3569749123-4207912631_vt2.0;236.65786158123524;0.0;210;241;False
593915267-62915525_vt2.0;1225.0934749189285;69.0;4;241;False
593915305-62915525_vt1.0;1464.8040159617155;78.0;1;243;False
593915213-593915305_vt2.0;1194.9742620220736;76.0;5;244;False
42430308-593915305_vt2.0;1384.8523655051013;52.0;12;247;False
593915213-593915274_vt2.0;1084.1623575660813;74.0;11;247;False
42435644-42437654_vt1.0;561.4755734331421;35.0;140;251;False
4215909068-42449982_vt2.0;629.4120339905166;37.0;120;252;False
42435644-42437654_vt2.0;560.3048929749983;32.0;143;253;False
42435644-42437654_vt1.1;560.084623931324;5.0;186;253;False
42424098-42449982_vt1.0;351.7316604264555;46.0;158;254;False
42424098-42449982_vt2.0;349.7471502219194;41.0;161;257;False
42430308-593915274_vt1.0;1286.6960025441313;66.0;21;257;False
42440472-42455963_vt1.0;355.2447100056079;21.0;190;258;False
42430308-593915202_vt1.0;1354.0781827719302;67.0;15;264;False
42430308-593915274_vt2.0;1284.7921730439853;64.0;25;264;False
593915305-62915525_vt2.0;1468.5013954164524;69.0;4;265;False
4215909068-42442961_vt1.1;526.544734457531;0.0;211;266;False
42448390-42455963_vt1.0;518.7497746672784;87.0;88;267;False
4215909068-42424089_vt1.1;599.803996513132;0.0;208;269;False
4207932666-42453545_vt1.0;539.2212187060957;27.0;175;269;False
42430308-42435644_vt1.0;1162.4423864344255;107.0;28;270;False
4215909068-42449982_vt1.1;630.9323859728999;0.0;204;273;False
4215909068-42443618_vt1.1;334.65213517949553;14.0;215;273;False
42430308-593915202_vt2.0;1349.5136445877408;73.0;18;274;False
42448390-42455963_vt2.0;510.7740444355102;83.0;92;274;False
4207932666-42453545_vt2.0;535.1237880899237;25.0;179;277;False
42430308-42435644_vt2.0;1155.9568652140722;88.0;31;278;False
42430308-42443950_vt2.0;604.9402878851748;61.0;139;282;False
42443804-561042200_vt1.1;770.2855962070145;43.0;137;283;False
42448390-42453087_vt1.0;964.2644480060098;77.0;81;284;False
4215909068-42455963_vt1.1;493.08666315725804;15.0;214;287;False
42430308-42437654_vt1.1;342.7187308284221;0.0;256;292;False
42435644-593915305_vt1.2;778.2387448938728;38.0;167;294;False
42424098-42442961_vt1.0;881.3805564568595;29.0;151;295;False
42430308-42443804_vt1.0;1092.2376610704057;45.0;128;298;False
42443804-42443950_vt1.1;785.3161432487512;71.0;133;310;False
42446668-62915525_vt1.0;1307.725300863243;78.0;76;311;False
593915305-62915525_vt1.1;1463.9451035955299;55.0;81;313;False
5481838621-5481838629_vt1.1;227.9841817665074;20.0;256;317;False
42429980-42449982_vt1.0;367.81085684972015;31.0;234;317;False
42448390-42449982_vt1.0;998.6715860305716;100.0;74;318;False
42440472-42455963_vt2.0;345.2008024370909;67.0;194;321;False
42429980-42449982_vt2.0;361.5345435634125;27.0;237;322;False
62915509-62915525_vt1.1;513.2004197529476;22.0;241;326;False
42435644-593915274_vt1.2;808.5722521640995;58.0;164;327;False
4207932666-42453545_vt1.1;541.4930960683084;4.0;261;330;False
42448390-42449982_vt2.0;995.3995337211578;95.0;78;332;False
42443804-42453087_vt2.0;1557.6900058192798;57.0;66;333;False
4215909068-42447230_vt1.0;1257.4288629870932;73.0;105;334;False
1283225231-4207815982_vt1.0;471.75968773686424;32.0;247;336;False
42435644-593915202_vt1.2;880.6857871340206;62.0;161;337;False
42446668-593915305_vt1.1;322.7344905345427;12.0;286;338;False
1283225231-4546351682_vt2.0;511.70385284607767;28.0;243;339;False
42446668-593915274_vt1.1;361.89044089904326;13.0;283;340;False
42435644-42443950_vt1.0;1232.831774654732;62.0;133;341;False
