veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
5481838621-5481838629_vt1.0;235.28709456507005;0.0;34;61;False
5481838621-5481838629_vt2.0;228.0183048024457;0.0;35;66;False
42435644-593915305_vt1.0;772.1050802369359;0.0;15;93;False
42430308-42437654_vt1.0;336.22577005373716;32.0;33;112;False
42430308-42437654_vt2.0;334.54338053668397;30.0;37;116;False
42435644-593915274_vt1.0;807.6211658850351;25.0;8;120;False
62915509-62915525_vt1.0;512.2911752245349;67.0;1;131;False
62915509-62915525_vt2.0;509.54957982140604;64.0;5;139;False
42435644-593915202_vt1.0;880.5541511610422;46.0;1;149;False
42443804-42443950_vt1.0;787.7165934336942;31.0;28;151;False
42435644-593915305_vt2.0;771.6588406041058;37.0;18;154;False
5458524666-62915525_vt1.0;524.1213791223697;66.0;25;155;False
5458524666-62915525_vt2.0;522.9811950518658;25.0;72;166;False
593915267-593915274_vt1.0;737.9282825176971;56.0;13;166;False
593915267-593915274_vt2.0;728.951964401631;44.0;17;172;False
42443804-42443950_vt2.0;786.8910130409424;43.0;32;175;False
42435644-593915305_vt1.1;774.7028417941983;10.0;87;179;False
593915213-593915274_vt1.0;1087.7116706810627;49.0;8;190;False
593915213-62915525_vt1.0;1017.0542491552161;66.0;15;196;False
593915213-593915274_vt2.0;1084.6137449387031;45.0;12;203;False
42446668-593915305_vt1.0;315.69542407532356;41.0;125;209;False
593915213-62915525_vt2.0;1015.5300507590377;56.0;19;210;False
42446668-593915305_vt2.0;317.1210374560071;40.0;126;211;False
593915267-62915525_vt1.0;1227.223707647777;61.0;1;212;False
593915267-62915525_vt2.0;1224.7561739587336;48.0;4;215;False
42424098-42449982_vt1.0;354.23407257739103;2.0;163;217;False
593915305-62915525_vt1.0;1473.9656207205303;37.0;1;218;False
593915305-62915525_vt2.0;1464.8384204073263;22.0;4;220;False
42424098-42449982_vt2.0;350.87543482314845;2.0;167;223;False
61275600-62915525_vt1.0;1131.0301505262821;85.0;1;224;False
42435644-593915274_vt2.0;805.4509280643406;93.0;12;226;False
42431563-42440966_vt1.0;613.5265316304918;0.0;155;226;False
42435644-593915274_vt1.1;807.4483085783846;39.0;84;228;False
42446668-593915274_vt1.0;362.53222908579295;54.0;119;230;False
5458524666-5481838629_vt2.0;555.0233580322315;64.0;71;231;False
5458524666-5481838629_vt1.0;556.1178746864246;108.0;24;233;False
42446668-593915274_vt2.0;360.80090672361683;50.0;122;233;False
5481838621-62915525_vt2.0;832.2108706665986;88.0;31;233;False
5481838621-62915525_vt1.0;831.5202051156948;88.0;27;235;False
42431563-42440966_vt2.0;609.8739313299302;0.0;159;235;False
42430308-593915305_vt1.0;1393.4442717746792;72.0;7;238;False
593915267-593915305_vt1.0;841.6016178453115;132.0;7;239;False
42443804-561042200_vt1.0;774.2970901060879;103.0;35;240;False
593915213-593915305_vt1.0;1202.0447186427668;91.0;1;242;False
593915267-593915305_vt2.0;843.2867352877437;120.0;10;245;False
42435644-593915202_vt2.0;882.9732316743098;109.0;5;246;False
