veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
42430308-42437654_vt1.0;341.9107131515897;0.0;35;81;False
42430308-42437654_vt2.0;336.85386102443624;0.0;39;85;False
5481838621-5481838629_vt1.0;230.45790349694954;1.0;75;107;False
62915509-62915525_vt1.0;514.5935944077862;53.0;1;116;False
62915509-62915525_vt2.0;507.0671095170452;47.0;5;123;False
5458524666-62915525_vt1.0;528.8766338288489;43.0;26;134;False
5458524666-5481838629_vt1.0;559.6576791152927;41.0;25;136;False
5458524666-5481838629_vt2.0;554.7497184821991;5.0;65;143;False
42435644-593915305_vt1.0;774.3779212906356;47.0;15;157;False
593915267-593915274_vt1.0;731.8232611836977;49.0;14;158;False
42435644-593915305_vt2.0;768.7592497828942;40.0;19;162;False
593915267-593915274_vt2.0;727.9816834711448;43.0;18;165;False
593915213-593915305_vt1.0;1193.8944498070139;36.0;1;171;False
593915213-62915525_vt1.0;1025.681941423355;47.0;14;174;False
593915267-593915305_vt1.0;844.6592430456607;70.0;7;176;False
593915213-593915274_vt1.0;1086.465223384457;39.0;8;179;False
593915213-593915305_vt2.0;1196.420982551629;27.0;5;180;False
593915267-593915305_vt2.0;844.8278648862256;60.0;11;186;False
42443804-42446977_vt1.0;686.7400204916945;13.0;69;191;False
42443804-42446977_vt2.0;682.9028492140548;9.0;72;191;False
5481838621-5481838629_vt2.0;224.1887638519782;80.0;76;195;False
42446668-593915202_vt1.0;441.1341450602969;41.0;113;205;False
42435644-593915274_vt1.0;805.5884255655033;93.0;8;205;False
42435644-593915274_vt2.0;805.1204222009283;78.0;12;215;False
42446668-593915202_vt2.0;432.71877469909344;41.0;117;216;False
42446668-593915305_vt1.0;316.4021916373645;45.0;126;216;False
42435644-593915202_vt1.0;881.9162478806727;99.0;1;217;False
42446668-593915274_vt1.0;358.77631304851354;50.0;120;217;False
42446668-593915305_vt2.0;314.92029629276965;46.0;127;218;False
42446668-593915274_vt2.0;355.20505523135;47.0;123;220;False
42443804-561042200_vt1.0;768.8160214262882;83.0;34;220;False
42435644-593915202_vt2.0;876.8469895406187;89.0;5;221;False
42443804-42443950_vt1.0;786.8323464160704;97.0;27;222;False
