veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
62915509-62915525_vt1.0;509.53683738802465;10.0;1;70;False
62915509-62915525_vt2.0;509.8754222046715;6.0;5;78;False
42435644-593915305_vt1.0;774.9413013679032;0.0;15;93;False
42430308-42437654_vt1.0;338.95439127909947;11.0;35;94;False
42430308-42437654_vt2.0;339.43899929164525;10.0;39;99;False
5481838621-5481838629_vt1.0;226.90820563204358;20.0;47;103;False
42435644-593915274_vt1.0;810.9453602430552;0.0;8;104;False
5481838621-5481838629_vt2.0;228.84648138590842;17.0;48;108;False
593915267-593915305_vt1.0;842.2010853148486;10.0;7;108;False
42435644-593915274_vt2.0;808.9835912881827;0.0;12;114;False
42435644-593915202_vt1.0;887.4828373813316;4.0;1;119;False
5458524666-5481838629_vt1.0;555.6867876556144;22.0;34;121;False
42435644-593915202_vt2.0;877.0100080230471;2.0;5;124;False
5458524666-62915525_vt1.0;531.3723340334858;30.0;38;131;False
593915267-593915274_vt1.0;733.5018234008003;35.0;14;136;False
42435644-593915305_vt2.0;775.6777717676739;16.0;19;141;False
593915267-593915305_vt2.0;840.9000486902164;19.0;11;142;False
593915267-593915274_vt2.0;724.3208275383129;25.0;18;142;False
42443804-42443950_vt1.0;786.5210763398467;23.0;28;145;False
593915213-62915525_vt1.0;1025.1640338334082;17.0;14;150;False
42446668-593915274_vt1.0;359.5358607416267;4.0;92;150;False
42446668-593915202_vt1.0;433.5583747447322;7.0;86;155;False
42446668-593915274_vt2.0;357.72532370054216;2.0;97;157;False
42446668-593915202_vt2.0;429.29963903562884;9.0;89;161;False
5458524666-5481838629_vt2.0;557.9311499131443;45.0;35;161;False
42446668-593915305_vt1.0;315.47263076275135;20.0;99;162;False
5458524666-62915525_vt2.0;522.2362871323115;47.0;42;166;False
593915213-593915274_vt1.0;1088.0734045827214;24.0;8;166;False
42446668-593915305_vt2.0;313.5452699433077;20.0;103;170;False
42443804-561042200_vt1.0;767.4332722910624;47.0;34;175;False
61275600-62915525_vt1.0;1125.6305096640078;46.0;1;176;False
5481838621-62915525_vt1.0;840.0381237526365;33.0;40;179;False
42435644-593915305_vt1.1;779.8178124788689;7.0;87;182;False
42443804-561042200_vt2.0;766.0282903414566;40.0;37;186;False
593915213-593915305_vt1.0;1198.9251387260083;48.0;1;187;False
42435644-593915274_vt1.1;808.5266381798773;6.0;84;189;False
42435644-42437654_vt1.0;565.1853780995989;14.0;111;190;False
42443804-42446977_vt1.0;681.8317772769196;33.0;68;192;False
42443804-42443950_vt2.0;785.9221513997181;50.0;31;192;False
42424098-42449982_vt1.0;358.6969102378905;0.0;157;195;False
4215909068-42443618_vt2.0;336.93285109133046;7.0;141;195;False
42440472-42455963_vt1.0;351.64614236617285;2.0;151;199;False
593915213-62915525_vt2.0;1019.6363108104174;42.0;18;199;False
593915267-62915525_vt1.0;1230.6164944411353;39.0;1;201;False
42440472-42455963_vt2.0;345.19284176902636;0.0;155;206;False
42430308-42435644_vt1.0;1154.700550318442;29.0;28;209;False
42424098-42449982_vt2.0;353.4617475118706;1.0;161;209;False
4215909068-42442961_vt2.0;520.2965836386634;6.0;131;210;False
4215909068-42442961_vt1.0;528.6652036927801;7.0;127;211;False
4215909068-42424089_vt1.0;603.2959339221281;16.0;120;211;False
42430308-42443950_vt1.0;603.1993952545737;16.0;118;213;False
42430308-42443950_vt2.0;603.0544039552955;7.0;121;217;False
61275600-62915525_vt2.0;1122.9421408198052;64.0;5;220;False
4215909068-42424089_vt2.0;594.6687938960742;9.0;124;221;False
42431563-42440966_vt1.0;610.0736255442955;0.0;152;221;False
42443804-42446977_vt2.0;681.4808954686811;47.0;71;225;False
593915213-593915305_vt2.0;1195.42250199122;60.0;5;231;False
42431563-42440966_vt2.0;607.7502907690359;0.0;156;232;False
42430308-593915305_vt1.0;1397.4923168174894;56.0;8;233;False
4215909068-42449982_vt1.0;629.9909187464731;40.0;113;235;False
3569749123-4207912631_vt1.0;240.99232545355122;0.0;210;236;False
42431563-4546351682_vt1.0;698.2576850753874;8.0;145;236;False
42435644-42437654_vt1.1;558.8108211439301;4.0;170;236;False
42435644-42437654_vt2.0;556.5765739934398;40.0;115;238;False
4215909068-42449982_vt2.0;628.055947669683;29.0;117;239;False
593915267-62915525_vt2.0;1227.197536700807;59.0;4;239;False
593915305-62915525_vt1.0;1465.9473345379397;59.0;1;241;False
593915213-593915274_vt2.0;1078.7247034377742;67.0;11;243;False
3569749123-4207912631_vt2.0;237.723939539236;0.0;213;244;False
42430308-593915305_vt2.0;1392.5957553428027;48.0;12;246;False
42449948-42455963_vt1.0;1209.3446342164177;42.0;70;251;False
42430308-593915202_vt1.0;1362.7035921459826;70.0;15;252;False
42448390-42455963_vt1.0;518.6581978534325;72.0;88;252;False
4207932666-42453545_vt1.0;537.761506180041;14.0;176;254;False
4215909068-42443618_vt1.1;336.1091717280852;5.0;205;254;False
42443804-42453087_vt1.0;1552.2405524185801;10.0;62;254;False
42448390-42455963_vt2.0;513.2688686845112;70.0;94;259;False
42430308-593915274_vt1.0;1284.75970975776;61.0;21;259;False
42430308-42435644_vt2.0;1157.4128115039468;60.0;32;261;False
4215909068-42424089_vt1.1;606.6598343230319;0.0;198;261;False
4207932666-42453545_vt2.0;534.1295152109988;6.0;180;262;False
4215909068-42453087_vt1.0;947.8187418876505;46.0;109;263;False
42443804-561042200_vt1.1;769.7443062926893;32.0;136;265;False
42429980-42431656_vt1.0;660.1349209023729;5.0;168;266;False
42430308-593915274_vt2.0;1289.063413743641;57.0;25;267;False
4215909068-42431656_vt1.0;1392.3671346462916;18.0;95;271;False
42435644-593915305_vt1.2;775.7443784205938;13.0;167;272;False
4215909068-42453087_vt2.0;937.3346858099455;35.0;110;275;False
4215909068-42442961_vt1.1;524.767103234505;20.0;201;279;False
593915305-62915525_vt2.0;1461.2416002284945;74.0;4;279;False
42435644-593915274_vt1.2;807.3621062913707;14.0;164;280;False
42435644-42437654_vt1.2;563.2208597315457;0.0;219;281;False
4215909068-42449982_vt1.1;636.3967375911227;14.0;195;281;False
42443804-42446977_vt1.1;687.5161084561653;40.0;151;282;False
42446668-62915525_vt1.0;1313.959862808791;41.0;68;282;False
42455662-4546351682_vt1.0;1563.0084736741571;36.0;69;285;False
5481838621-5481838629_vt1.1;230.27442929675703;0.0;256;286;False
42429980-42447230_vt1.0;517.3439507312702;31.0;175;288;False
42429980-42449982_vt1.0;367.9618476979391;38.0;187;288;False
42429980-42447230_vt2.0;520.8008784443778;25.0;184;292;False
42430308-593915202_vt2.0;1353.5925793980869;86.0;18;293;False
3569749123-42446977_vt1.0;654.5618251991086;8.0;203;293;False
42429980-42449982_vt2.0;362.7218735338913;35.0;191;293;False
42435644-593915202_vt1.2;886.3458817559228;24.0;161;294;False
62915509-62915525_vt1.1;510.4762460174421;0.0;241;294;False
4215909068-42455963_vt1.1;488.3048183084466;24.0;204;296;False
1283225231-4546351682_vt1.0;515.6079969683135;5.0;232;298;False
3569749123-42446977_vt2.0;651.49939415534;5.0;207;298;False
42430308-42437654_vt1.1;343.3196991974723;2.0;256;301;False
42435644-42443950_vt1.0;1224.4000130981435;57.0;105;303;False
42435644-42443950_vt2.0;1223.7119075214994;34.0;108;307;False
42440472-42453087_vt1.0;774.5207492179711;52.0;143;307;False
4207932666-5458524665_vt1.0;1048.6646009629396;15.0;169;308;False
42435644-42443950_vt1.1;1222.7088891848937;3.0;167;309;False
42436527-42449982_vt1.0;280.26304100893066;78.0;152;310;False
5458524666-62915525_vt1.1;523.2449235761446;0.0;254;310;False
4215909068-42446977_vt2.0;1430.3021381417675;23.0;92;311;False
42436527-42449982_vt2.0;278.6272936862809;75.0;159;314;False
42429980-42431656_vt2.0;652.8575482334811;37.0;172;315;False
42440472-42453087_vt2.0;772.087762368574;50.0;148;317;False
42446668-4599130022_vt1.0;1574.7952227627957;61.0;61;317;False
42424098-42442961_vt1.0;880.7920224661451;39.0;151;318;False
4215909068-42455963_vt1.0;1230.240573564004;46.0;132;318;False
4207932666-42453545_vt1.1;539.3195446758391;0.0;262;318;False
4215909068-42443618_vt1.0;1069.3850544955567;49.0;137;318;False
42446668-5458524665_vt1.0;1298.571320832856;48.0;74;319;False
42448390-42453087_vt2.0;962.7050157671866;80.0;85;320;False
4207932666-62915525_vt1.0;1064.0029529674546;20.0;163;321;False
42430308-42453545_vt1.0;2093.8454410969307;82.0;1;322;False
4215909068-42455963_vt2.0;1225.6520511258666;25.0;135;323;False
42430308-42443804_vt2.0;1080.2318232461648;43.0;115;324;False
42424098-42442961_vt2.0;880.263409237737;35.0;154;325;False
42449948-42449982_vt1.0;1436.3361759502839;96.0;56;326;False
42449948-561042200_vt1.0;1632.4025711219535;68.0;63;326;False
1283225231-4207815982_vt1.0;472.31752109304193;21.0;239;329;False
5458524666-593915305_vt1.0;2052.212503439309;70.0;8;330;False
42430736-42440966_vt1.0;1425.2103108367803;27.0;140;330;False
42430308-42453545_vt2.0;2091.50208897664;57.0;5;331;False
1283225231-4207815982_vt2.0;472.2294207405428;18.0;242;332;False
1283225231-4546351682_vt2.0;512.9774923830546;25.0;235;332;False
593915267-593915305_vt1.1;844.2186490379238;0.0;244;333;False
42443804-42453545_vt1.0;2247.313277510748;36.0;14;333;False
4207932666-62915525_vt2.0;1061.1485288022434;16.0;166;335;False
42446668-593915202_vt1.1;433.07392513713035;5.0;278;336;False
42435644-593915202_vt1.3;879.7997599820926;0.0;241;338;False
42430736-42440966_vt2.0;1422.057541781338;15.0;142;339;False
42443804-42455963_vt1.0;1744.4225654088657;72.0;55;342;False
4215909068-42443618_vt1.2;335.9466055749175;0.0;305;342;False
42446668-593915305_vt1.1;321.2303889047751;21.0;284;344;False
5458524666-5481838629_vt1.1;564.8549884214773;26.0;253;345;False
3874681649-5481838629_vt1.0;523.6891326420371;26.0;232;347;False
42424098-42443618_vt1.0;1279.91156696492;54.0;132;348;False
42440472-42446977_vt1.0;1269.2786446403825;50.0;134;349;False
42430308-42443804_vt1.0;1083.0665906217791;76.0;112;349;False
42455662-42455963_vt1.0;1911.638561782323;67.0;64;349;False
