epoch;cumulative_distance;cumulative_waiting_time
1;0.0;0.0
2;62.98956819190468;0.0
3;186.7040904297687;0.0
4;375.24888522477397;1.0
5;640.845621357623;2.0
6;1024.1415075965267;3.0
7;1491.000865539083;4.0
8;2025.9157333330436;5.0
9;2642.8641722337356;6.0
10;3304.261295902588;8.0
11;4004.1012029400063;11.0
12;4769.688600561294;16.0
13;5622.259878616523;22.0
14;6539.328063933622;29.0
15;7495.410687377807;37.0
16;8524.90074571409;44.0
17;9616.355947299784;52.0
18;10771.132260443823;60.0
19;11981.58411189235;68.0
20;13271.706200260274;76.0
21;14612.170772164958;85.0
22;16005.528269508566;96.0
23;17439.04204569645;109.0
24;18897.50896627503;125.0
25;20359.302257507446;143.0
26;21850.254827779536;164.0
27;23362.120731467334;189.0
28;24874.362137056185;221.0
29;26380.871848162198;258.0
30;27891.09276995277;302.0
31;29390.805437139807;352.0
32;30904.480266663035;405.0
33;32438.282982570858;464.0
34;33967.46731703135;522.0
35;35496.39452929929;583.0
36;37043.262904329305;649.0
37;38627.6569373049;718.0
38;40248.517865837595;794.0
39;41905.162788890586;873.0
40;43588.02174328191;953.0
41;45280.00299133863;1036.0
42;46953.285166871196;1123.0
43;48637.816728271944;1214.0
44;50341.30347106375;1313.0
45;52025.585395080634;1416.0
46;53671.985839295514;1524.0
47;55297.06425189511;1635.0
48;56897.79784381581;1755.0
49;58475.436359323954;1880.0
50;60060.39297383246;2000.0
51;61683.18789541974;2122.0
52;63339.06068681957;2243.0
53;65051.64213642527;2358.0
54;66832.7991362636;2473.0
55;68681.2386700793;2588.0
56;70596.55005400545;2702.0
57;72571.49965736111;2820.0
58;74558.05980221028;2940.0
59;76586.1075613655;3063.0
60;78625.84079936644;3191.0
61;80439.10154442453;3324.0
62;82478.04083298722;3463.0
63;84508.38359186705;3613.0
64;86536.14452820271;3771.0
65;88580.6827777409;3930.0
66;90395.57443507208;4094.0
67;92427.66341898947;4263.0
68;94478.04030912936;4437.0
69;96531.19588319112;4618.0
70;98593.35341060626;4806.0
71;100643.50477990568;5005.0
72;102709.05804554459;5209.0
73;104806.38745106978;5419.0
74;106894.9342098531;5637.0
75;108967.00351661169;5861.0
76;111034.89845930907;6087.0
77;113133.27607829923;6325.0
78;115230.85048416302;6566.0
79;117330.86466884558;6805.0
80;119419.65352169705;7050.0
81;121541.2599394533;7300.0
82;123674.08345667079;7552.0
83;125800.88595530436;7806.0
84;127934.44616190196;8065.0
85;130063.54286855322;8324.0
86;132165.01672932153;8589.0
87;134238.42393563958;8861.0
88;136283.22291251755;9139.0
89;138273.36998022624;9422.0
90;140238.4102203954;9710.0
91;142190.9962354665;10002.0
92;144088.95615710854;10301.0
93;145204.18262690274;10597.0
94;147134.03652824255;10893.0
95;149125.45802247335;11184.0
96;151149.2883547146;11470.0
97;153229.42249671562;11751.0
98;155390.84122766193;12030.0
99;157629.49455137044;12306.0
100;159947.60770149887;12575.0
101;162357.79177957404;12827.0
102;164870.41473127223;13074.0
103;167440.5286369295;13315.0
104;170103.36334509763;13546.0
105;172858.22458711968;13773.0
106;175698.718757365;13993.0
107;178618.08456116728;14210.0
108;181637.72592343314;14422.0
109;184732.9414813788;14641.0
110;187892.33602551816;14863.0
111;191121.4030067287;15088.0
112;194397.96433241325;15316.0
113;197308.3213254166;15519.0
114;200538.86914467093;15762.0
115;203743.16563353696;16010.0
116;206951.69068322197;16258.0
117;209811.60466262104;16476.0
118;213002.95358507763;16728.0
119;216167.70734410474;16984.0
120;218469.6853056021;17227.0
121;221557.36981526043;17504.0
122;224602.75005586154;17785.0
123;227581.39015573054;18072.0
124;230487.9152331858;18370.0
125;233365.7429274692;18671.0
126;236242.8229079218;18977.0
127;239116.0316660416;19284.0
128;241999.77875376097;19588.0
129;244900.5605885343;19894.0
130;247827.7361298108;20197.0
131;250788.14489375867;20503.0
132;253204.47046060333;20747.0
133;256090.44022039132;21065.0
134;258968.9016914624;21392.0
135;261848.6496795762;21728.0
136;264704.98441683303;22068.0
137;267562.59567022097;22417.0
138;270357.8357861639;22772.0
139;272576.0768013016;23067.0
140;275281.30643019103;23417.0
141;278003.9508944761;23763.0
142;280742.3289847595;24103.0
143;283531.7224926816;24441.0
144;286400.8733449614;24765.0
145;289321.0331783831;25084.0
146;292310.6841164917;25403.0
147;295340.77643050905;25715.0
148;298377.9607583033;26031.0
149;300551.5227399973;26305.0
150;303647.17366514064;26616.0
151;306815.31820425356;26922.0
152;309255.60808010085;27193.0
153;312579.7257119967;27498.0
154;315241.23255199834;27766.0
155;318756.9554431086;28075.0
156;322312.80802143866;28392.0
157;325383.2115628849;28647.0
158;328972.22470889846;28978.0
159;332547.96388821607;29315.0
160;336069.6571578428;29651.0
161;339544.6736930964;29995.0
162;342992.04553249734;30352.0
163;346410.0567207812;30716.0
164;349739.37246387615;31089.0
165;352985.66032362217;31476.0
166;355403.3160579268;31823.0
167;358517.2751330193;32229.0
168;361075.37394301547;32614.0
169;364116.2767607654;33029.0
170;367077.8121171073;33454.0
171;369941.4485938959;33888.0
172;372713.9115329435;34334.0
173;374706.05936720857;34741.0
174;377422.3099420967;35190.0
175;379338.92885541386;35598.0
176;382088.7736634275;36052.0
177;384876.0771411393;36506.0
178;387670.6341594691;36966.0
179;390485.8686228546;37423.0
180;392502.26543999574;37848.0
181;395267.6800682659;38308.0
182;398079.82806522155;38760.0
183;400963.3471033905;39209.0
184;403930.80654589646;39659.0
185;407005.111737663;40104.0
186;410196.55856750783;40537.0
187;413483.26162418345;40965.0
188;416891.5776732369;41381.0
189;419280.366732307;41749.0
