veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
62915509-62915525_vt1.0;517.1126828325564;12.0;1;71;False
62915509-62915525_vt2.0;504.9393649108241;5.0;5;78;False
42435644-593915305_vt1.0;781.460263825074;0.0;15;94;False
42430308-42437654_vt1.0;342.34493061828607;11.0;35;95;False
593915267-593915274_vt1.0;733.2182640050332;0.0;14;95;False
42430308-42437654_vt2.0;338.15667277603234;11.0;38;99;False
5481838621-5481838629_vt1.0;235.36636760860847;22.0;48;107;False
593915267-593915305_vt1.0;845.6553440216863;10.0;7;108;False
5481838621-5481838629_vt2.0;222.267551875758;21.0;49;110;False
5458524666-62915525_vt1.0;528.3907122603972;16.0;26;116;False
5458524666-5481838629_vt1.0;559.5883397516446;25.0;25;119;False
42435644-593915274_vt1.0;812.9476006363295;17.0;8;125;False
42435644-593915274_vt2.0;809.3295531824671;15.0;12;132;False
593915267-593915274_vt2.0;724.9604212213073;25.0;18;140;False
42435644-593915305_vt2.0;771.4555122722375;19.0;19;141;False
593915267-593915305_vt2.0;841.8803875606798;22.0;11;142;False
42443804-42443950_vt1.0;785.7353388266437;25.0;28;145;False
593915213-62915525_vt1.0;1020.2647789232569;20.0;14;151;False
42435644-593915202_vt1.0;882.0398669491876;41.0;1;152;False
42435644-593915202_vt2.0;876.7506566541475;38.0;5;161;False
5458524666-62915525_vt2.0;522.100139034555;48.0;41;166;False
42446668-593915274_vt1.0;358.97423117281176;16.0;102;166;False
5458524666-5481838629_vt2.0;553.093197671982;48.0;40;169;False
42446668-593915305_vt1.0;316.0288766099642;15.0;107;171;False
42446668-593915305_vt2.0;317.4784590971277;14.0;109;173;False
42443804-561042200_vt1.0;770.806693062571;43.0;35;175;False
42446668-593915274_vt2.0;360.95771865721014;16.0;104;176;False
42435644-593915305_vt1.1;774.6069740322785;6.0;87;182;False
4215909068-42443618_vt2.0;334.5120073758127;0.0;138;182;False
593915267-62915525_vt1.0;1231.7109287204862;46.0;1;184;False
