veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
42430308-42437654_vt1.0;341.0420517034917;0.0;35;81;False
42430308-42437654_vt2.0;336.62457277974625;0.0;39;85;False
5481838621-5481838629_vt1.0;231.1217478665243;1.0;73;107;False
5481838621-5481838629_vt2.0;226.50784906826286;0.0;74;111;False
62915509-62915525_vt1.0;516.72659725795;53.0;1;117;False
62915509-62915525_vt2.0;509.8605691600722;47.0;5;124;False
5458524666-62915525_vt1.0;524.7779061516554;44.0;26;134;False
5458524666-5481838629_vt1.0;562.9194358534094;40.0;25;141;False
5458524666-5481838629_vt2.0;557.2823646250453;5.0;65;146;False
42435644-593915305_vt1.0;775.7161730002522;47.0;15;157;False
593915267-593915274_vt1.0;737.6631066125126;48.0;14;159;False
42435644-593915305_vt2.0;768.9922191701651;40.0;19;162;False
593915213-593915305_vt1.0;1195.9157921987207;36.0;1;165;False
593915267-593915274_vt2.0;726.301257748496;41.0;18;165;False
593915213-62915525_vt1.0;1019.1684562672016;46.0;14;174;False
593915267-593915305_vt1.0;842.635909478941;72.0;7;175;False
593915213-593915274_vt1.0;1086.6110230200488;41.0;8;179;False
593915267-593915305_vt2.0;843.1886367864377;60.0;11;186;False
42443804-42446977_vt1.0;686.945598274208;25.0;68;191;False
42443804-42446977_vt2.0;682.1039188105033;13.0;71;192;False
42446668-593915202_vt1.0;434.06306802870955;41.0;113;205;False
42435644-593915274_vt1.0;808.8041487322654;93.0;8;205;False
42446668-593915202_vt2.0;434.01106607097046;41.0;117;216;False
42446668-593915305_vt1.0;316.9744310764759;47.0;126;216;False
42435644-593915202_vt1.0;885.0861197267185;103.0;1;217;False
42435644-593915274_vt2.0;806.0010513352574;83.0;12;217;False
42446668-593915305_vt2.0;317.0580481194579;46.0;127;218;False
42446668-593915274_vt1.0;359.89840831422833;49.0;120;219;False
42443804-561042200_vt1.0;773.9924092187742;82.0;34;221;False
42443804-42443950_vt1.0;788.2676740850371;94.0;27;222;False
42446668-593915274_vt2.0;359.08975270542146;47.0;123;222;False
42435644-593915202_vt2.0;876.0998219028702;92.0;5;223;False
61275600-62915525_vt1.0;1125.3426754253205;105.0;1;229;False
42443804-561042200_vt2.0;764.4025744782505;79.0;38;231;False
42431563-42440966_vt1.0;610.1872892155325;0.0;157;235;False
42430308-42443950_vt1.0;604.6850758877155;25.0;145;246;False
3569749123-4207912631_vt1.0;246.69202131477869;3.0;210;247;False
42435644-593915305_vt1.1;774.6724647106894;68.0;87;247;False
42430308-593915305_vt1.0;1394.9727102186753;71.0;8;247;False
593915213-593915305_vt2.0;1190.944422479633;91.0;5;252;False
3569749123-4207912631_vt2.0;243.08838630366947;1.0;213;253;False
42430308-593915305_vt2.0;1391.7545596249981;50.0;12;255;False
593915213-62915525_vt2.0;1019.1201732266387;98.0;18;257;False
42430308-42443950_vt2.0;604.031319539677;25.0;149;261;False
593915267-62915525_vt2.0;1226.2135983330472;97.0;4;264;False
593915267-62915525_vt1.0;1226.9352869094753;106.0;1;266;False
593915305-62915525_vt1.0;1465.3631554450078;91.0;1;268;False
593915305-62915525_vt2.0;1464.4220729671536;77.0;4;272;False
42443804-42446977_vt1.1;685.5213740257225;47.0;151;281;False
42435644-42437654_vt1.0;560.4787080719495;73.0;132;281;False
42443804-42443950_vt2.0;783.150006137508;132.0;31;282;False
42435644-42437654_vt2.0;559.9699707107208;69.0;136;283;False
593915213-593915274_vt2.0;1077.252004120122;127.0;11;286;False
5481838621-5481838629_vt1.1;227.80811977158857;1.0;256;287;False
42440472-42455963_vt1.0;351.4440397105914;46.0;192;288;False
42430308-593915274_vt1.0;1293.1380799432668;89.0;21;289;False
42430308-593915274_vt2.0;1281.5570611409914;89.0;25;291;False
42440472-42455963_vt2.0;346.7790255079629;43.0;196;293;False
4215909068-42455963_vt1.0;490.91735231616195;85.0;142;294;False
42435644-593915274_vt1.1;813.3167087308843;94.0;84;295;False
42431563-4546351682_vt1.0;1011.1827282433422;21.0;150;297;False
42449948-42453087_vt1.0;1013.693433310788;56.0;110;298;False
42430308-42435644_vt1.0;1155.268236998643;117.0;28;299;False
4207932666-42453545_vt1.0;543.4095731163646;57.0;172;299;False
61275600-62915525_vt2.0;1127.6964532707902;145.0;5;301;False
42430308-593915202_vt1.0;1361.5781603376295;107.0;15;303;False
42431563-4546351682_vt2.0;1004.3551964990945;13.0;154;304;False
42449948-42453087_vt2.0;1017.5774701444357;50.0;115;305;False
4207932666-42453545_vt2.0;540.5212249095891;53.0;175;307;False
42430308-593915202_vt2.0;1353.9599809517103;100.0;18;308;False
42430308-42435644_vt2.0;1156.278866302521;110.0;32;308;False
42435644-593915202_vt1.1;884.5025064212549;102.0;81;309;False
42449948-42455963_vt1.0;1205.877934507868;72.0;101;312;False
5458524666-5481838629_vt1.1;558.6624761757597;0.0;253;313;False
42443804-42453087_vt1.0;1557.9838193311668;61.0;62;313;False
1283225231-4546351682_vt1.0;509.1483008043337;30.0;225;320;False
1283225231-4207815982_vt1.0;473.40686231965304;25.0;232;321;False
42446668-593915305_vt1.1;323.17006590476166;0.0;286;321;False
42446668-593915274_vt1.1;359.9272508938564;0.0;284;322;False
42449948-42455963_vt2.0;1204.7820743685845;54.0;106;323;False
1283225231-4207815982_vt2.0;468.8204091334426;23.0;235;324;False
1283225231-4546351682_vt2.0;508.94052951971076;25.0;228;324;False
42436527-42449982_vt1.0;279.0686593756457;98.0;180;325;False
42436527-42449982_vt2.0;270.69456495712006;97.0;183;328;False
42443804-593915202_vt1.0;2145.3362001910286;74.0;21;330;False
42424098-42431656_vt1.0;1108.4428668201463;62.0;142;333;False
4215909068-42453087_vt2.0;939.5369537436793;87.0;122;334;False
4215909068-42453087_vt1.0;941.7290527226909;87.0;120;336;False
42430308-42437654_vt1.1;341.43633038528054;36.0;256;337;False
42435644-593915305_vt1.2;776.4237714252574;79.0;167;337;False
42429980-42442961_vt1.0;903.7136076749086;40.0;195;339;False
42435644-42443804_vt1.0;1704.2047267721175;50.0;112;341;False
42443804-561042200_vt1.1;1412.4511716894656;43.0;136;341;False
42430308-42443804_vt1.0;1082.590787857893;81.0;138;350;False
42430308-42453545_vt2.0;2093.8664252428184;75.0;5;351;False
42430308-42453545_vt1.0;2095.51296482036;87.0;1;353;False
42430736-42440966_vt1.0;1428.8826792518853;49.0;142;353;False
593915267-593915305_vt1.1;851.0660779650415;22.0;244;356;False
42435644-42443950_vt1.0;1226.4231990868864;89.0;126;358;False
42446668-62915525_vt2.0;1303.0604668969431;110.0;69;360;False
42446668-62915525_vt1.0;1315.4536746375181;112.0;65;363;False
42430308-42443804_vt2.0;1082.937480641406;75.0;142;364;False
42443804-593915202_vt2.0;2147.518963237899;68.0;24;367;False
42443804-62915525_vt1.0;2228.2215414954117;100.0;29;367;False
1283225231-42440966_vt1.0;1146.3120559029676;32.0;219;370;False
42435644-42437654_vt1.1;561.2772115949897;82.0;218;371;False
42424098-42449982_vt1.0;358.06314148305466;150.0;160;375;False
42446668-593915202_vt1.1;436.00227698143857;43.0;278;375;False
42448390-42449982_vt1.0;999.7590286941274;166.0;75;377;False
42429980-42449982_vt1.0;363.1347053026784;75.0;252;377;False
42424098-42449982_vt2.0;348.86534377000936;155.0;164;381;False
42443804-62915525_vt2.0;2232.638280579961;65.0;32;381;False
42429980-42447230_vt2.0;518.0596919811903;62.0;249;382;False
42429980-42449982_vt2.0;356.6692084001681;72.0;256;382;False
5481838621-62915525_vt1.0;1941.760791586207;95.0;67;384;False
42435644-593915274_vt1.2;809.5486072751777;116.0;164;385;False
42431563-4872429939_vt1.0;1539.5518378510856;63.0;136;389;False
42446668-42453545_vt1.0;1342.9778948247892;112.0;107;389;False
42435644-593915202_vt1.2;881.2871153608254;123.0;161;390;False
42448390-42455963_vt1.1;514.6729516005024;43.0;280;390;False
42443804-42453087_vt2.0;1557.486718842545;107.0;65;390;False
4546351682-5458524665_vt1.0;2439.649364641859;74.0;32;392;False
42440472-42455963_vt1.1;355.35830285374146;16.0;333;397;False
42446668-42453545_vt2.0;1337.3284937289245;92.0;110;397;False
42431563-42440966_vt1.1;613.4476119928374;19.0;311;399;False
42448390-42449982_vt2.0;991.0325935154373;174.0;79;400;False
42449948-561042200_vt1.0;1305.5900745825404;141.0;94;400;False
4215909068-42449982_vt1.2;633.2892900004454;0.0;327;403;False
42443804-42453087_vt1.1;1559.0085206555657;80.0;148;403;False
4215909068-42424089_vt1.0;939.3511446640521;155.0;131;407;False
4215909068-42442961_vt1.0;855.1141648900023;136.0;137;408;False
4215909068-42442961_vt2.0;852.3397642160701;143.0;139;410;False
42449948-561042200_vt2.0;1305.9220817963396;125.0;98;411;False
3569749123-4207912631_vt1.1;245.4453666793571;47.0;334;412;False
42430308-561042200_vt1.0;1559.5704867768955;88.0;131;413;False
1283225231-4207815982_vt1.1;474.1880038826726;0.0;366;415;False
5458524666-561042200_vt1.0;2432.85590219538;144.0;1;415;False
42435644-42443950_vt2.0;1226.7566228489684;125.0;129;417;False
5481838621-561042200_vt1.0;2725.6426355861227;96.0;1;417;False
42430308-42443950_vt1.1;606.4412837245077;52.0;294;419;False
42446668-5458524665_vt1.0;1298.6692697208491;143.0;100;421;False
